User_ID,Evaluation_ID,Question ID,Question Text,Value
59418,4525,10,Feel intolerant of anything that kept you from what you were doing?,1
59418,4525,14,Find your work meaningful?,1
59418,4525,16,Feel treated fairly at work?,1
59418,4525,17,Feel there is a good relationship with your colleagues?,2
59418,4525,20,Trust management?,1
59418,4525,22,Feel work negatively affected your private life?,0
59418,4525,23,Get exposed to undesired sexual attention or violence?,0
59283,4526,1,Individual,4
59283,4526,2,Interpersonal,4
59283,4526,5,Feel you had nothing to look forward to?,0
59283,4526,7,Feel scared without any good reason?,0
59283,4526,8,Feel you were close to panic?,1
59283,4526,9,Found it hard to wind down?,2
59283,4526,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59283,4526,15,Feel recognized and appreciated at work?,1
59283,4526,16,Feel treated fairly at work?,1
59283,4526,18,Worry about becoming unemployed or being transferred against your will?,0
59283,4526,20,Trust management?,2
59283,4526,21,Feel conflicts were resolved in a fair way?,2
59283,4526,23,Get exposed to undesired sexual attention or violence?,0
59283,4526,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59300,4529,1,Individual,3
59300,4529,2,Interpersonal,4
59300,4529,3,Social,2
59300,4529,4,Overall,3
59300,4529,5,Feel you had nothing to look forward to?,1
59300,4529,6,Feel that life was meaningless?,3
59300,4529,7,Feel scared without any good reason?,0
59300,4529,8,Feel you were close to panic?,1
59300,4529,9,Found it hard to wind down?,1
59300,4529,10,Feel intolerant of anything that kept you from what you were doing?,3
59300,4529,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59300,4529,12,Get behind in your work?,0
59300,4529,13,Influence decisions concerning your work?,1
59300,4529,14,Find your work meaningful?,1
59300,4529,15,Feel recognized and appreciated at work?,2
59300,4529,16,Feel treated fairly at work?,2
59300,4529,17,Feel there is a good relationship with your colleagues?,1
59300,4529,18,Worry about becoming unemployed or being transferred against your will?,2
59300,4529,19,Feel that management trusted the employees to do their work well?,3
59300,4529,20,Trust management?,2
59300,4529,21,Feel conflicts were resolved in a fair way?,0
59300,4529,22,Feel work negatively affected your private life?,2
59300,4529,23,Get exposed to undesired sexual attention or violence?,0
59300,4529,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,1
59386,4532,9,Found it hard to wind down?,1
59386,4532,4,Overall,4
59386,4532,1,Individual,3
59386,4532,8,Feel you were close to panic?,1
59386,4532,10,Feel intolerant of anything that kept you from what you were doing?,1
59386,4532,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59386,4532,12,Get behind in your work?,1
59386,4532,17,Feel there is a good relationship with your colleagues?,1
59386,4532,18,Worry about becoming unemployed or being transferred against your will?,2
59386,4532,22,Feel work negatively affected your private life?,1
59471,4534,6,Feel that life was meaningless?,1
59386,4532,2,Interpersonal,4
59386,4532,14,Find your work meaningful?,1
59386,4532,3,Social,3
59386,4532,5,Feel you had nothing to look forward to?,1
59386,4532,15,Feel recognized and appreciated at work?,1
59386,4532,6,Feel that life was meaningless?,0
59386,4532,7,Feel scared without any good reason?,1
59386,4532,13,Influence decisions concerning your work?,1
59386,4532,19,Feel that management trusted the employees to do their work well?,1
59471,4534,1,Individual,2
59172,4312,15,Feel recognized and appreciated at work?,3
59386,4532,16,Feel treated fairly at work?,1
59386,4532,20,Trust management?,1
59386,4532,21,Feel conflicts were resolved in a fair way?,1
59386,4532,23,Get exposed to undesired sexual attention or violence?,0
59386,4532,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59471,4534,4,Overall,3
59471,4534,8,Feel you were close to panic?,0
59471,4534,10,Feel intolerant of anything that kept you from what you were doing?,0
59471,4534,14,Find your work meaningful?,1
59172,4312,6,Feel that life was meaningless?,1
59172,4312,21,Feel conflicts were resolved in a fair way?,3
59471,4534,2,Interpersonal,3
59471,4534,3,Social,2
59471,4534,5,Feel you had nothing to look forward to?,0
59471,4534,7,Feel scared without any good reason?,0
59471,4534,9,Found it hard to wind down?,0
59471,4534,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59471,4534,12,Get behind in your work?,1
59471,4534,13,Influence decisions concerning your work?,1
59471,4534,15,Feel recognized and appreciated at work?,1
59471,4534,16,Feel treated fairly at work?,2
59471,4534,17,Feel there is a good relationship with your colleagues?,2
59471,4534,18,Worry about becoming unemployed or being transferred against your will?,0
59471,4534,19,Feel that management trusted the employees to do their work well?,3
59471,4534,20,Trust management?,2
59471,4534,21,Feel conflicts were resolved in a fair way?,2
59471,4534,22,Feel work negatively affected your private life?,0
59471,4534,23,Get exposed to undesired sexual attention or violence?,0
59471,4534,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59172,4312,1,Individual,3
59172,4312,2,Interpersonal,4
59172,4312,3,Social,3
59172,4312,4,Overall,4
59172,4312,5,Feel you had nothing to look forward to?,1
59172,4312,7,Feel scared without any good reason?,1
59172,4312,8,Feel you were close to panic?,0
59172,4312,9,Found it hard to wind down?,0
59172,4312,10,Feel intolerant of anything that kept you from what you were doing?,0
59172,4312,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59172,4312,12,Get behind in your work?,0
59172,4312,13,Influence decisions concerning your work?,0
59172,4312,14,Find your work meaningful?,2
59172,4312,16,Feel treated fairly at work?,3
59172,4312,17,Feel there is a good relationship with your colleagues?,2
59172,4312,18,Worry about becoming unemployed or being transferred against your will?,0
59172,4312,19,Feel that management trusted the employees to do their work well?,3
59172,4312,20,Trust management?,3
59172,4312,22,Feel work negatively affected your private life?,0
59172,4312,23,Get exposed to undesired sexual attention or violence?,0
59172,4312,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59426,4548,1,Individual,3
59426,4548,2,Interpersonal,1
59426,4548,3,Social,2
59426,4548,4,Overall,2
59426,4548,5,Feel you had nothing to look forward to?,1
59426,4548,6,Feel that life was meaningless?,1
59426,4548,7,Feel scared without any good reason?,1
59426,4548,8,Feel you were close to panic?,1
59426,4548,9,Found it hard to wind down?,2
59426,4548,10,Feel intolerant of anything that kept you from what you were doing?,2
59426,4548,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59426,4548,12,Get behind in your work?,1
59426,4548,13,Influence decisions concerning your work?,1
59426,4548,14,Find your work meaningful?,1
59426,4548,15,Feel recognized and appreciated at work?,2
59426,4548,16,Feel treated fairly at work?,3
59426,4548,17,Feel there is a good relationship with your colleagues?,2
59426,4548,18,Worry about becoming unemployed or being transferred against your will?,1
59426,4548,19,Feel that management trusted the employees to do their work well?,2
59426,4548,20,Trust management?,2
59426,4548,21,Feel conflicts were resolved in a fair way?,3
59426,4548,22,Feel work negatively affected your private life?,1
59426,4548,23,Get exposed to undesired sexual attention or violence?,0
59426,4548,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59236,4551,1,Individual,4
59236,4551,2,Interpersonal,4
59236,4551,3,Social,4
59236,4551,4,Overall,3
59236,4551,5,Feel you had nothing to look forward to?,0
59236,4551,6,Feel that life was meaningless?,0
59236,4551,15,Feel recognized and appreciated at work?,2
59236,4551,7,Feel scared without any good reason?,0
59236,4551,8,Feel you were close to panic?,0
59236,4551,9,Found it hard to wind down?,0
59236,4551,12,Get behind in your work?,0
59236,4551,16,Feel treated fairly at work?,3
59236,4551,10,Feel intolerant of anything that kept you from what you were doing?,1
59236,4551,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59236,4551,13,Influence decisions concerning your work?,0
59236,4551,20,Trust management?,3
59236,4551,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59236,4551,14,Find your work meaningful?,3
59236,4551,21,Feel conflicts were resolved in a fair way?,3
59236,4551,17,Feel there is a good relationship with your colleagues?,3
59236,4551,18,Worry about becoming unemployed or being transferred against your will?,1
59236,4551,22,Feel work negatively affected your private life?,0
59236,4551,19,Feel that management trusted the employees to do their work well?,3
59236,4551,23,Get exposed to undesired sexual attention or violence?,0
59297,4558,9,Found it hard to wind down?,1
59297,4558,1,Individual,5
59297,4558,5,Feel you had nothing to look forward to?,0
59297,4558,6,Feel that life was meaningless?,0
59297,4558,10,Feel intolerant of anything that kept you from what you were doing?,1
59297,4558,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59297,4558,12,Get behind in your work?,0
59297,4558,15,Feel recognized and appreciated at work?,1
59297,4558,17,Feel there is a good relationship with your colleagues?,1
59297,4558,2,Interpersonal,5
59297,4558,3,Social,5
59297,4558,4,Overall,5
59297,4558,7,Feel scared without any good reason?,1
59297,4558,8,Feel you were close to panic?,0
59297,4558,13,Influence decisions concerning your work?,1
59297,4558,14,Find your work meaningful?,2
59297,4558,16,Feel treated fairly at work?,1
59297,4558,18,Worry about becoming unemployed or being transferred against your will?,1
59297,4558,19,Feel that management trusted the employees to do their work well?,1
59297,4558,20,Trust management?,1
59297,4558,21,Feel conflicts were resolved in a fair way?,1
59297,4558,22,Feel work negatively affected your private life?,1
59297,4558,23,Get exposed to undesired sexual attention or violence?,0
59297,4558,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59422,4561,1,Individual,4
59422,4561,2,Interpersonal,4
59422,4561,3,Social,4
59422,4561,4,Overall,4
59422,4561,5,Feel you had nothing to look forward to?,0
59422,4561,6,Feel that life was meaningless?,0
59422,4561,7,Feel scared without any good reason?,0
59422,4561,8,Feel you were close to panic?,0
59422,4561,9,Found it hard to wind down?,1
59422,4561,10,Feel intolerant of anything that kept you from what you were doing?,0
59422,4561,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59422,4561,12,Get behind in your work?,0
59422,4561,13,Influence decisions concerning your work?,1
59422,4561,14,Find your work meaningful?,3
59422,4561,15,Feel recognized and appreciated at work?,3
59422,4561,16,Feel treated fairly at work?,1
59422,4561,17,Feel there is a good relationship with your colleagues?,3
59422,4561,18,Worry about becoming unemployed or being transferred against your will?,0
59422,4561,19,Feel that management trusted the employees to do their work well?,3
59422,4561,20,Trust management?,3
59422,4561,21,Feel conflicts were resolved in a fair way?,3
59422,4561,22,Feel work negatively affected your private life?,0
59422,4561,23,Get exposed to undesired sexual attention or violence?,0
59422,4561,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59488,4562,1,Individual,1
59488,4562,2,Interpersonal,3
59488,4562,3,Social,1
59488,4562,4,Overall,2
59488,4562,5,Feel you had nothing to look forward to?,3
59488,4562,6,Feel that life was meaningless?,2
59488,4562,7,Feel scared without any good reason?,2
59488,4562,8,Feel you were close to panic?,2
59488,4562,9,Found it hard to wind down?,2
59488,4562,10,Feel intolerant of anything that kept you from what you were doing?,2
59488,4562,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59488,4562,12,Get behind in your work?,1
59488,4562,13,Influence decisions concerning your work?,1
59488,4562,14,Find your work meaningful?,0
59488,4562,15,Feel recognized and appreciated at work?,0
59488,4562,16,Feel treated fairly at work?,1
59488,4562,17,Feel there is a good relationship with your colleagues?,1
59488,4562,18,Worry about becoming unemployed or being transferred against your will?,3
59488,4562,19,Feel that management trusted the employees to do their work well?,1
59488,4562,20,Trust management?,0
59488,4562,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59488,4562,21,Feel conflicts were resolved in a fair way?,0
59259,4566,14,Find your work meaningful?,3
59488,4562,22,Feel work negatively affected your private life?,2
59488,4562,23,Get exposed to undesired sexual attention or violence?,0
59259,4566,13,Influence decisions concerning your work?,0
59259,4566,16,Feel treated fairly at work?,3
59259,4566,1,Individual,5
59259,4566,2,Interpersonal,5
59259,4566,3,Social,4
59259,4566,4,Overall,5
59259,4566,5,Feel you had nothing to look forward to?,2
59259,4566,10,Feel intolerant of anything that kept you from what you were doing?,2
59259,4566,15,Feel recognized and appreciated at work?,3
59259,4566,19,Feel that management trusted the employees to do their work well?,2
59259,4566,20,Trust management?,3
59259,4566,23,Get exposed to undesired sexual attention or violence?,0
59259,4566,6,Feel that life was meaningless?,0
59259,4566,7,Feel scared without any good reason?,0
59259,4566,8,Feel you were close to panic?,1
59259,4566,9,Found it hard to wind down?,1
59259,4566,12,Get behind in your work?,1
59259,4566,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59259,4566,18,Worry about becoming unemployed or being transferred against your will?,0
59259,4566,17,Feel there is a good relationship with your colleagues?,3
59259,4566,21,Feel conflicts were resolved in a fair way?,3
59259,4566,22,Feel work negatively affected your private life?,1
59259,4566,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59243,4623,4,Overall,2
59491,4619,8,Feel you were close to panic?,1
59491,4619,12,Get behind in your work?,0
59491,4619,15,Feel recognized and appreciated at work?,3
59491,4619,4,Overall,4
59491,4619,17,Feel there is a good relationship with your colleagues?,3
59491,4619,22,Feel work negatively affected your private life?,0
59243,4623,6,Feel that life was meaningless?,1
59243,4623,12,Get behind in your work?,1
59491,4619,1,Individual,2
59491,4619,10,Feel intolerant of anything that kept you from what you were doing?,1
59491,4619,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59491,4619,14,Find your work meaningful?,2
59491,4619,2,Interpersonal,2
59491,4619,3,Social,4
59491,4619,5,Feel you had nothing to look forward to?,0
59491,4619,6,Feel that life was meaningless?,0
59491,4619,7,Feel scared without any good reason?,1
59491,4619,9,Found it hard to wind down?,1
59491,4619,13,Influence decisions concerning your work?,0
59491,4619,16,Feel treated fairly at work?,3
59491,4619,18,Worry about becoming unemployed or being transferred against your will?,1
59491,4619,19,Feel that management trusted the employees to do their work well?,2
59491,4619,20,Trust management?,1
59491,4619,21,Feel conflicts were resolved in a fair way?,0
59491,4619,23,Get exposed to undesired sexual attention or violence?,0
59491,4619,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59243,4623,1,Individual,2
59243,4623,2,Interpersonal,2
59243,4623,3,Social,3
59243,4623,5,Feel you had nothing to look forward to?,1
59243,4623,7,Feel scared without any good reason?,1
59243,4623,8,Feel you were close to panic?,2
59243,4623,9,Found it hard to wind down?,1
59243,4623,10,Feel intolerant of anything that kept you from what you were doing?,1
59243,4623,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59243,4623,13,Influence decisions concerning your work?,0
59243,4623,14,Find your work meaningful?,1
59243,4623,15,Feel recognized and appreciated at work?,2
59243,4623,16,Feel treated fairly at work?,2
59243,4623,17,Feel there is a good relationship with your colleagues?,1
59243,4623,18,Worry about becoming unemployed or being transferred against your will?,0
59243,4623,19,Feel that management trusted the employees to do their work well?,2
59243,4623,20,Trust management?,1
59243,4623,21,Feel conflicts were resolved in a fair way?,1
59243,4623,22,Feel work negatively affected your private life?,1
59243,4623,23,Get exposed to undesired sexual attention or violence?,0
59243,4623,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59146,4689,1,Individual,3
59146,4689,2,Interpersonal,4
59146,4689,3,Social,2
59146,4689,4,Overall,2
59146,4689,5,Feel you had nothing to look forward to?,2
59146,4689,6,Feel that life was meaningless?,1
59146,4689,7,Feel scared without any good reason?,1
59146,4689,8,Feel you were close to panic?,2
59146,4689,9,Found it hard to wind down?,1
59146,4689,10,Feel intolerant of anything that kept you from what you were doing?,2
59146,4689,11,"Feel guilty about substance use (alcohol, drugs, etc)?",3
59146,4689,12,Get behind in your work?,2
59146,4689,13,Influence decisions concerning your work?,2
59146,4689,14,Find your work meaningful?,1
59146,4689,15,Feel recognized and appreciated at work?,2
59146,4689,16,Feel treated fairly at work?,3
59146,4689,17,Feel there is a good relationship with your colleagues?,3
59146,4689,18,Worry about becoming unemployed or being transferred against your will?,0
59146,4689,19,Feel that management trusted the employees to do their work well?,2
59146,4689,20,Trust management?,3
59146,4689,21,Feel conflicts were resolved in a fair way?,2
59146,4689,22,Feel work negatively affected your private life?,1
59146,4689,23,Get exposed to undesired sexual attention or violence?,0
59146,4689,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59414,4690,1,Individual,2
59414,4690,2,Interpersonal,2
59414,4690,3,Social,3
59414,4690,4,Overall,2
59414,4690,5,Feel you had nothing to look forward to?,2
59414,4690,6,Feel that life was meaningless?,1
59414,4690,7,Feel scared without any good reason?,3
59414,4690,8,Feel you were close to panic?,2
59414,4690,9,Found it hard to wind down?,2
59414,4690,10,Feel intolerant of anything that kept you from what you were doing?,2
59414,4690,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59414,4690,12,Get behind in your work?,0
59414,4690,13,Influence decisions concerning your work?,1
59414,4690,14,Find your work meaningful?,1
59414,4690,15,Feel recognized and appreciated at work?,2
59414,4690,16,Feel treated fairly at work?,2
59414,4690,17,Feel there is a good relationship with your colleagues?,2
59414,4690,18,Worry about becoming unemployed or being transferred against your will?,1
59414,4690,19,Feel that management trusted the employees to do their work well?,2
59414,4690,20,Trust management?,1
59414,4690,21,Feel conflicts were resolved in a fair way?,1
59414,4690,22,Feel work negatively affected your private life?,1
59414,4690,23,Get exposed to undesired sexual attention or violence?,0
59414,4690,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59411,4695,4,Overall,4
59411,4695,16,Feel treated fairly at work?,2
59411,4695,19,Feel that management trusted the employees to do their work well?,2
59520,4696,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59520,4696,20,Trust management?,2
59520,4696,23,Get exposed to undesired sexual attention or violence?,0
59520,4696,6,Feel that life was meaningless?,1
59520,4696,12,Get behind in your work?,0
59411,4695,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59411,4695,23,Get exposed to undesired sexual attention or violence?,0
59520,4696,16,Feel treated fairly at work?,3
59520,4696,4,Overall,4
59520,4696,19,Feel that management trusted the employees to do their work well?,2
59411,4695,8,Feel you were close to panic?,1
59520,4696,1,Individual,4
59411,4695,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59411,4695,7,Feel scared without any good reason?,1
59411,4695,12,Get behind in your work?,2
59411,4695,17,Feel there is a good relationship with your colleagues?,2
59520,4696,7,Feel scared without any good reason?,1
59520,4696,15,Feel recognized and appreciated at work?,2
59411,4695,1,Individual,3
59520,4696,10,Feel intolerant of anything that kept you from what you were doing?,0
59411,4695,2,Interpersonal,2
59411,4695,3,Social,1
59411,4695,5,Feel you had nothing to look forward to?,0
59411,4695,6,Feel that life was meaningless?,0
59411,4695,9,Found it hard to wind down?,0
59411,4695,10,Feel intolerant of anything that kept you from what you were doing?,2
59411,4695,13,Influence decisions concerning your work?,1
59411,4695,14,Find your work meaningful?,2
59411,4695,15,Feel recognized and appreciated at work?,2
59411,4695,18,Worry about becoming unemployed or being transferred against your will?,1
59411,4695,20,Trust management?,1
59411,4695,21,Feel conflicts were resolved in a fair way?,2
59411,4695,22,Feel work negatively affected your private life?,0
59520,4696,2,Interpersonal,4
59520,4696,5,Feel you had nothing to look forward to?,3
59520,4696,8,Feel you were close to panic?,2
59520,4696,9,Found it hard to wind down?,1
59520,4696,14,Find your work meaningful?,1
59520,4696,21,Feel conflicts were resolved in a fair way?,2
59520,4696,22,Feel work negatively affected your private life?,0
59520,4696,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59520,4696,3,Social,2
59520,4696,13,Influence decisions concerning your work?,0
59520,4696,17,Feel there is a good relationship with your colleagues?,2
59520,4696,18,Worry about becoming unemployed or being transferred against your will?,0
59512,4704,21,Feel conflicts were resolved in a fair way?,2
59512,4704,1,Individual,2
59512,4704,2,Interpersonal,4
59512,4704,20,Trust management?,2
59512,4704,3,Social,4
59512,4704,4,Overall,2
59512,4704,5,Feel you had nothing to look forward to?,2
59512,4704,6,Feel that life was meaningless?,1
59512,4704,7,Feel scared without any good reason?,0
59512,4704,8,Feel you were close to panic?,0
59512,4704,9,Found it hard to wind down?,1
59512,4704,10,Feel intolerant of anything that kept you from what you were doing?,1
59512,4704,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59512,4704,12,Get behind in your work?,0
59512,4704,13,Influence decisions concerning your work?,0
59512,4704,14,Find your work meaningful?,0
59512,4704,15,Feel recognized and appreciated at work?,1
59512,4704,16,Feel treated fairly at work?,2
59512,4704,17,Feel there is a good relationship with your colleagues?,3
59512,4704,18,Worry about becoming unemployed or being transferred against your will?,0
59512,4704,19,Feel that management trusted the employees to do their work well?,2
59512,4704,22,Feel work negatively affected your private life?,0
59512,4704,23,Get exposed to undesired sexual attention or violence?,0
59512,4704,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59407,4714,6,Feel that life was meaningless?,0
59407,4714,14,Find your work meaningful?,1
59407,4714,10,Feel intolerant of anything that kept you from what you were doing?,0
59407,4714,13,Influence decisions concerning your work?,1
59407,4714,1,Individual,3
59407,4714,20,Trust management?,2
59407,4714,4,Overall,3
59407,4714,8,Feel you were close to panic?,0
59407,4714,7,Feel scared without any good reason?,0
59407,4714,21,Feel conflicts were resolved in a fair way?,1
59407,4714,9,Found it hard to wind down?,2
59407,4714,16,Feel treated fairly at work?,2
59407,4714,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59407,4714,5,Feel you had nothing to look forward to?,1
59407,4714,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59407,4714,15,Feel recognized and appreciated at work?,1
59407,4714,22,Feel work negatively affected your private life?,1
59407,4714,2,Interpersonal,3
59407,4714,17,Feel there is a good relationship with your colleagues?,3
59407,4714,18,Worry about becoming unemployed or being transferred against your will?,0
59407,4714,3,Social,4
59407,4714,12,Get behind in your work?,0
59407,4714,19,Feel that management trusted the employees to do their work well?,2
59407,4714,23,Get exposed to undesired sexual attention or violence?,0
59291,4734,15,Feel recognized and appreciated at work?,3
59291,4734,4,Overall,5
59291,4734,9,Found it hard to wind down?,1
59291,4734,12,Get behind in your work?,1
59291,4734,14,Find your work meaningful?,3
59291,4734,19,Feel that management trusted the employees to do their work well?,3
59291,4734,20,Trust management?,3
59291,4734,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59161,4741,1,Individual,2
59161,4741,5,Feel you had nothing to look forward to?,1
59291,4734,3,Social,5
59291,4734,5,Feel you had nothing to look forward to?,1
59291,4734,6,Feel that life was meaningless?,1
59161,4741,17,Feel there is a good relationship with your colleagues?,3
59291,4734,2,Interpersonal,5
59161,4741,4,Overall,1
59291,4734,10,Feel intolerant of anything that kept you from what you were doing?,0
59291,4734,21,Feel conflicts were resolved in a fair way?,3
59291,4734,22,Feel work negatively affected your private life?,0
59291,4734,13,Influence decisions concerning your work?,1
59291,4734,18,Worry about becoming unemployed or being transferred against your will?,2
59291,4734,7,Feel scared without any good reason?,0
59291,4734,16,Feel treated fairly at work?,1
59291,4734,8,Feel you were close to panic?,0
59291,4734,23,Get exposed to undesired sexual attention or violence?,0
59291,4734,1,Individual,5
59291,4734,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59291,4734,17,Feel there is a good relationship with your colleagues?,3
59161,4741,3,Social,3
59161,4741,14,Find your work meaningful?,1
59161,4741,2,Interpersonal,3
59161,4741,6,Feel that life was meaningless?,0
59161,4741,7,Feel scared without any good reason?,1
59161,4741,8,Feel you were close to panic?,2
59161,4741,9,Found it hard to wind down?,3
59161,4741,10,Feel intolerant of anything that kept you from what you were doing?,1
59161,4741,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59161,4741,12,Get behind in your work?,0
59161,4741,13,Influence decisions concerning your work?,0
59161,4741,15,Feel recognized and appreciated at work?,2
59161,4741,16,Feel treated fairly at work?,3
59161,4741,18,Worry about becoming unemployed or being transferred against your will?,1
59161,4741,19,Feel that management trusted the employees to do their work well?,2
59161,4741,20,Trust management?,2
59161,4741,21,Feel conflicts were resolved in a fair way?,3
59161,4741,22,Feel work negatively affected your private life?,1
59161,4741,23,Get exposed to undesired sexual attention or violence?,0
59161,4741,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59483,4421,21,Feel conflicts were resolved in a fair way?,1
59483,4421,18,Worry about becoming unemployed or being transferred against your will?,2
59483,4421,4,Overall,4
59483,4421,3,Social,3
59483,4421,5,Feel you had nothing to look forward to?,1
59483,4421,9,Found it hard to wind down?,2
59483,4421,15,Feel recognized and appreciated at work?,2
59483,4421,6,Feel that life was meaningless?,0
59483,4421,23,Get exposed to undesired sexual attention or violence?,0
59483,4421,1,Individual,4
59483,4421,2,Interpersonal,4
59483,4421,7,Feel scared without any good reason?,1
59483,4421,8,Feel you were close to panic?,1
59483,4421,10,Feel intolerant of anything that kept you from what you were doing?,1
59483,4421,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59483,4421,12,Get behind in your work?,0
59483,4421,13,Influence decisions concerning your work?,1
59483,4421,14,Find your work meaningful?,1
59483,4421,16,Feel treated fairly at work?,1
59483,4421,17,Feel there is a good relationship with your colleagues?,2
59483,4421,19,Feel that management trusted the employees to do their work well?,1
59483,4421,20,Trust management?,1
59483,4421,22,Feel work negatively affected your private life?,0
59483,4421,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59473,4862,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59473,4862,5,Feel you had nothing to look forward to?,0
59473,4862,18,Worry about becoming unemployed or being transferred against your will?,1
59473,4862,1,Individual,3
59473,4862,2,Interpersonal,3
59473,4862,3,Social,3
59473,4862,4,Overall,3
59473,4862,6,Feel that life was meaningless?,0
59473,4862,7,Feel scared without any good reason?,0
59473,4862,8,Feel you were close to panic?,0
59473,4862,9,Found it hard to wind down?,1
59473,4862,10,Feel intolerant of anything that kept you from what you were doing?,1
59473,4862,12,Get behind in your work?,1
59473,4862,13,Influence decisions concerning your work?,2
59473,4862,14,Find your work meaningful?,2
59473,4862,15,Feel recognized and appreciated at work?,2
59473,4862,16,Feel treated fairly at work?,3
59473,4862,17,Feel there is a good relationship with your colleagues?,2
59473,4862,19,Feel that management trusted the employees to do their work well?,3
59473,4862,20,Trust management?,3
59473,4862,21,Feel conflicts were resolved in a fair way?,2
59473,4862,22,Feel work negatively affected your private life?,0
59473,4862,23,Get exposed to undesired sexual attention or violence?,0
59473,4862,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,1
59351,4873,1,Individual,3
59351,4873,2,Interpersonal,4
59351,4873,3,Social,3
59351,4873,4,Overall,2
59351,4873,5,Feel you had nothing to look forward to?,2
59351,4873,6,Feel that life was meaningless?,1
59351,4873,7,Feel scared without any good reason?,0
59351,4873,8,Feel you were close to panic?,0
59351,4873,9,Found it hard to wind down?,3
59351,4873,10,Feel intolerant of anything that kept you from what you were doing?,1
59351,4873,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59351,4873,12,Get behind in your work?,1
59351,4873,13,Influence decisions concerning your work?,1
59351,4873,14,Find your work meaningful?,1
59351,4873,15,Feel recognized and appreciated at work?,1
59351,4873,16,Feel treated fairly at work?,0
59351,4873,17,Feel there is a good relationship with your colleagues?,1
59351,4873,18,Worry about becoming unemployed or being transferred against your will?,0
59351,4873,19,Feel that management trusted the employees to do their work well?,3
59351,4873,20,Trust management?,3
59351,4873,21,Feel conflicts were resolved in a fair way?,2
59351,4873,22,Feel work negatively affected your private life?,3
59351,4873,23,Get exposed to undesired sexual attention or violence?,0
59351,4873,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,1
59289,4874,1,Individual,5
59289,4874,2,Interpersonal,5
59289,4874,3,Social,3
59289,4874,4,Overall,4
59289,4874,5,Feel you had nothing to look forward to?,1
59289,4874,6,Feel that life was meaningless?,0
59289,4874,7,Feel scared without any good reason?,0
59289,4874,8,Feel you were close to panic?,0
59289,4874,9,Found it hard to wind down?,1
59289,4874,10,Feel intolerant of anything that kept you from what you were doing?,1
59289,4874,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59289,4874,12,Get behind in your work?,0
59289,4874,13,Influence decisions concerning your work?,0
59289,4874,14,Find your work meaningful?,2
59289,4874,15,Feel recognized and appreciated at work?,3
59289,4874,16,Feel treated fairly at work?,3
59289,4874,17,Feel there is a good relationship with your colleagues?,3
